drone_class,experiment_id,receiver,segment_id,relative_path,file_size_bytes,file_size_mb,is_valid_path
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_6.csv,94276415,89.91,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_6.csv,94317180,89.95,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_6.csv,94321655,89.95,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_6.csv,94307178,89.94,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_6.csv,96797993,92.31,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_6.csv,97050667,92.55,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_7.csv,96734513,92.25,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_7.csv,97997445,93.46,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_7.csv,94258832,89.89,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_7.csv,94279469,89.91,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_7.csv,94338868,89.97,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_7.csv,94376912,90.0,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_7.csv,96775251,92.29,True
Bepop drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_7.csv,97114162,92.62,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_8.csv,96693337,92.21,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_8.csv,97159966,92.66,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_8.csv,94375177,90.0,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_8.csv,94245441,89.88,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_8.csv,94331745,89.96,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_8.csv,94378917,90.01,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_8.csv,96741275,92.26,True
Bepop drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_8.csv,96892563,92.4,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_9.csv,96683666,92.2,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_9.csv,97236239,92.73,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_9.csv,94410390,90.04,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_9.csv,94365004,89.99,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_9.csv,94332295,89.96,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_9.csv,94401110,90.03,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_9.csv,96170520,91.72,True
Bepop drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_9.csv,96577805,92.1,True
Phantom drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_0.csv,95938970,91.49,True
Phantom drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_0.csv,99356138,94.75,True
Phantom drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_1.csv,95816863,91.38,True
Phantom drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_1.csv,98935362,94.35,True
Phantom drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_10.csv,95979728,91.53,True
Phantom drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_10.csv,99453106,94.85,True
Phantom drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_11.csv,96019903,91.57,True
Phantom drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_11.csv,99553641,94.94,True
Phantom drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_12.csv,95763385,91.33,True
Phantom drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_12.csv,98952648,94.37,True
Phantom drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_13.csv,96380208,91.92,True
Phantom drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_13.csv,99921968,95.29,True
Phantom drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_14.csv,96122290,91.67,True
Phantom drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_14.csv,99145856,94.55,True
Phantom drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_15.csv,95819870,91.38,True
Phantom drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_15.csv,98672442,94.1,True
Phantom drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_16.csv,95805898,91.37,True
Phantom drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_16.csv,98711962,94.14,True
Phantom drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_17.csv,95880007,91.44,True
Phantom drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_17.csv,98226388,93.68,True
Phantom drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_18.csv,96087766,91.64,True
Phantom drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_18.csv,99376933,94.77,True
Phantom drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_19.csv,96248214,91.79,True
Phantom drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_19.csv,99265061,94.67,True
Phantom drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_2.csv,95968789,91.52,True
Phantom drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_2.csv,99204653,94.61,True
Phantom drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_20.csv,95784350,91.35,True
Phantom drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L2/11000L_20.csv,99222916,94.63,True
Phantom drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_3.csv,96468571,92.0,True
Phantom drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_3.csv,100808760,96.14,True
Phantom drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_4.csv,95320894,90.91,True
Phantom drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_4.csv,98343033,93.79,True
Phantom drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_5.csv,96259740,91.8,True
Phantom drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_5.csv,98853532,94.27,True
Phantom drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_6.csv,95932518,91.49,True
Phantom drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_6.csv,99420933,94.82,True
Phantom drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_7.csv,95952000,91.51,True
Phantom drone,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_7.csv,99550478,94.94,True
Phantom drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_8.csv,95850705,91.41,True
Phantom drone,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_8.csv,98456882,93.9,True
Phantom drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_H/11000H_9.csv,95990070,91.54,True
Phantom drone,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Phantom drone/RF Data_11000_L1/11000L_9.csv,98520421,93.96,True
